NotaCN,NotaCH,NotaLC,NotaMT,NotaRE,Sexo,EscolaPublica,Cor
599.7,636.1,624.5,640.5,580,M,N,Pa
571.9,582.1,605.9,532,620,M,N,B
463.9,543.6,552.1,571.7,560,F,N,Pr
576,588.3,569.1,646.5,900,F,N,B
613.6,598,600.7,673.5,960,F,S,B
420.8,485,480,553,520,M,S,B
458.3,515.6,538.4,434,600,F,S,Pr
430.1,370.6,486.7,496.5,560,M,S,B
479.7,335.9,422.1,435.7,360,M,S,B
459.8,543,567.9,476.7,620,F,S,B
510.5,481.8,542.2,582.9,660,F,N,B
438.3,497.4,555.3,457.1,860,M,N,Pr
594.5,566.6,589.4,618.4,860,M,N,A
415.9,500.8,556.5,386.3,600,F,S,Pr
417.2,554.5,454,475.3,640,M,S,Pa
510,421.3,548,535.2,600,F,S,Pr
523.2,561.3,575.4,555.1,880,M,S,B
375.3,404.9,494.8,408.4,200,F,S,Pr
500,558.7,544.4,411.4,860,F,S,B
403.1,443,447.1,498.7,460,M,S,Pa
535.5,580.6,569.8,640.9,520,F,S,B
539.2,548.2,551.9,597.8,600,M,N,B
544.3,495.7,548.3,656.2,440,M,S,B
385.8,419.9,376.3,542.8,420,F,S,B
364.9,424.1,424.9,540.2,320,F,S,Pa
568.6,591.7,582,612.8,880,F,N,Pr
475,552.5,533.8,612.2,560,M,S,Pa
540.4,530.3,514.7,517.3,560,M,S,B
610.9,629.1,629.1,738.9,800,M,N,Pr
406.2,409.8,443.2,382.7,420,M,S,Pr
466.9,580.7,581.6,505.4,740,F,N,B
397.8,433,472.9,450.5,500,M,S,Pa
562.1,627.4,602.8,729.6,740,M,S,Pr
487.8,524.7,529.2,364,640,F,S,Pr
367.7,406.2,459.9,370.4,360,F,S,Pa
386.7,548.5,551.2,449.8,360,F,S,Pr
387.2,461.1,515,467.9,720,M,S,B
584.4,576.9,584.1,602.8,680,M,N,Pa
607.1,602.2,620.9,714.7,960,F,N,B
535.5,559,559.2,604.7,600,M,S,B
529.2,505.8,493.3,458.3,520,M,S,B
505.2,444.3,511,441.6,480,F,S,Pr
682.7,635.7,605.2,816.3,860,M,N,B
349.6,407.7,435.8,412.7,340,F,S,Pa
463.2,460.4,463.8,408.2,340,M,S,Pa
561.2,646.5,605.9,454.6,600,F,S,Pr
460.2,480.7,478.9,499.7,560,F,S,Pr
557.8,584.2,541.9,562.3,520,M,S,Pr
474.5,457.5,504.9,463.1,560,F,N,Pr
436.4,495.8,535.6,631.6,580,M,S,B
539.1,560,554.5,495,620,F,S,Pr
383.4,476.4,451.9,388.3,720,F,S,Pr
361.2,506.7,558.3,374.8,540,F,S,B
387.2,424.8,530.5,495,700,F,N,B
373.8,504.5,443,667.4,560,M,S,B
562.7,538,562.5,695.2,680,M,N,B
416.3,473.5,402.1,410.2,500,F,S,Pr
505.7,522.7,584.5,605,680,F,S,B
444.4,361.9,486,497.4,220,F,S,Pa
549.3,596.4,542,655.6,800,F,S,B
451.4,415.1,536.1,460.5,620,M,S,Pr
454.4,420.7,398.7,449.5,560,M,S,Pr
427.3,501.6,514.8,523.1,720,F,N,Pr
494.8,613.2,581.5,486.3,800,M,N,B
536.3,607.9,609.3,612.9,840,M,N,B
483,411.3,457.7,417.1,360,F,S,B
482,507.8,533.4,478.1,500,F,S,B
496.6,525.6,551.4,561.8,660,F,S,Pr
560.1,597.5,597.1,620.4,760,M,S,Pr
422.7,530.7,551.4,499.5,560,F,S,Pa
625,674.3,659.2,719,920,F,N,B
417.1,552.1,550.3,421.6,560,F,S,Pr
374.8,439.7,418.4,363.2,360,M,S,Pr
533.3,476.3,461.9,464.5,600,M,N,B
558.7,639,609.7,626.4,840,F,S,B
377.8,376,418.9,456.4,400,F,S,Pr
524.5,619.9,598.8,669.9,680,F,S,B
422.8,376,464.5,381.6,720,F,S,B
501.7,445.8,429.2,423,560,F,S,Pr
526.5,544,528.4,489.7,700,M,N,Pa
396.1,492.7,529.1,366.5,520,F,S,Pr
605.6,645.1,679.2,719.4,920,F,N,B
576.3,593.2,588.1,594.6,960,F,N,B
431.1,448.3,472.3,391.7,620,M,S,Pr
454.3,402,508.2,601.1,460,F,S,Pr
502.3,519.9,512.9,637.2,640,M,S,B
574.2,445,531.7,590.6,520,M,N,B
499.9,464.4,529.4,519.7,640,F,S,Pr
443.1,524.5,494.3,421,520,F,S,Pa
452.7,497.1,494.7,406,540,F,S,B
528.6,579.2,599.2,598.3,560,F,S,B
350.9,456.9,543.6,574.5,440,M,S,Pr
562.5,549.5,579,691.3,920,M,S,B
378.4,517.1,501.8,447.2,600,F,S,B
381.9,408.4,414,487.3,460,M,S,Pa
582.3,618,582.1,630,880,F,N,B
403.1,407.7,461.4,399.3,620,F,S,Pr
397.1,379.7,513.8,463.1,460,F,S,Pr
425.2,427.4,481.1,455.1,600,F,S,B
598.6,649.5,674.8,702.2,940,F,N,B
406.8,444.7,546.9,461.6,580,F,S,B
382.6,354.5,432.2,396.7,340,F,S,A
490.4,494.1,469.9,451.4,280,M,S,B
521.8,428.9,522.3,641.5,720,M,S,B
629,689.6,644.7,774.1,900,M,N,B
534.7,611.1,540.1,648.7,800,F,S,B
435.1,509.3,550,481.2,240,F,S,B
452.2,390.4,508.4,458.1,540,F,S,Pr
392.8,559.9,536.2,511.2,560,M,S,B
550.1,591.3,629.6,695.4,560,M,S,B
453.6,521.9,463.7,473.9,400,F,S,Pr
390.1,486.5,484.9,481,600,F,S,B
617.2,591,600.3,639.3,880,F,N,B
345.6,478.3,496.3,513.2,260,F,S,Pr
366,521.5,491,614.9,480,M,S,B
545.8,589,574,697.8,640,M,S,Pr
401.6,500.3,509.6,751.7,840,F,N,B
391.5,355.3,518.8,448.6,780,F,S,Pr
550.4,589.6,555.3,544.2,560,F,N,Pr
407.5,383.2,393,517.2,280,F,S,Pr
327.9,436.7,444.3,408.4,560,M,N,Pr
589.9,597.7,563.5,703.8,740,M,S,B
418,415.8,469.2,471.9,600,F,S,Pr
370.9,433.5,439.1,369.2,320,F,S,Pr
454.5,485.7,523.9,391.4,840,F,S,Pr
425.6,325.3,474.4,589.1,500,M,S,Pr
534.5,489.4,515.2,549.3,920,M,S,B
447.1,469.3,443.4,539.5,520,M,S,Pr
520.5,565.9,581.4,599.7,500,M,S,Pr
524,534.9,523.2,558.5,600,M,N,Pr
503.3,603.4,542.4,659,580,M,S,Pr
484.2,508.5,510.6,494.4,640,F,N,B
497.1,585.7,545.7,604.3,660,M,S,B
530.2,520,510.6,639.5,660,M,S,Pr
472.9,572.5,558,637.6,960,F,S,B
422.1,499.3,515.9,408.9,560,M,S,B
623.5,557.2,527.6,685.8,820,M,N,Pr
431.9,564.6,521.2,588.1,820,M,S,B
379.1,442,412.9,399.1,440,F,S,Pr
560.2,584.5,613.3,674.2,800,F,N,B
386.1,491.4,501.6,465.7,460,F,S,B
499.6,587.2,586.5,521.5,740,F,S,Pr
487.7,523.7,551.9,409.7,640,F,S,Pr
361.6,514.4,441.7,371.1,540,F,S,B
398.2,483.6,508.4,397.8,640,F,S,Pr
500,487,528.7,625.2,620,F,S,Pr
359.8,398.4,367,455.5,560,M,S,Pr
367.4,397.7,443.1,457.9,420,F,S,Pr
602.9,585.5,572.8,698.5,800,M,N,Pr
409.3,385.8,512.8,520.5,480,F,S,Pr
468.9,549.2,544.1,545.9,700,F,N,B
451.8,465.6,502,465.9,600,F,S,Pr
601.5,678.5,628.5,743.6,920,M,N,B
363.1,488.4,473.9,618.7,640,M,S,B
427.7,556.3,531.4,376.9,320,M,S,Pa
520.5,510.6,484.8,534.6,640,F,N,Pa
410.4,465.3,512.6,425.4,440,F,S,Pr
457.3,360.9,457.5,381.2,460,F,S,Pa
504.8,468.2,523.1,546.6,600,F,S,Pa
468.2,565,558.6,509.1,600,F,S,B
508.7,596.5,583.9,674.3,660,M,N,B
467.1,433.2,412.5,436,820,M,S,Pa
612.1,622.1,604.3,623,780,F,N,Pr
416.5,443.4,469.9,392.2,480,M,S,B
401.3,423.4,482,511.9,660,F,S,Pa
423.4,500.4,513.2,529.3,580,M,S,B
457.2,524.3,499.1,420.1,640,F,S,Pr
510.9,594.1,546.4,648.5,680,F,S,B
571.7,600.8,640.9,748.7,900,F,S,B
457.6,472.1,480.3,471.3,600,F,S,B
419.4,489.2,465,541.4,660,F,S,B
507.1,400.8,514.3,576.7,560,M,S,B
569.2,493.5,595,542.4,400,F,S,Pr
394.4,539.3,577.2,433.6,600,F,S,Pa
549.5,614.5,596.3,541.9,600,M,S,Pa
558,589,620.6,539.4,660,M,N,Pr
497.7,488.4,564.6,450,720,M,S,B
408.4,597.9,547.2,531.1,660,F,S,Pr
409.6,501.2,569.4,633.6,560,F,S,Pr
381,534.4,482.3,574.7,740,F,N,B
465.8,399.4,506.9,663.2,560,M,S,B
372.2,496.6,496.3,407.8,600,F,S,Pr
473.1,493.1,507.6,558.1,720,M,S,B
488.3,579.6,580.2,560.4,560,F,S,B
465.5,518.8,521.8,379.3,480,M,S,Pa
570,512.8,547.8,593.9,720,F,S,B
391.9,429.3,451,471.3,520,M,S,Pa
570.1,598.1,609.8,703.7,640,M,S,Pa
557.4,631.2,640.2,644.4,680,F,N,B
444.6,350,499.2,532.4,580,F,S,Pr
450.7,512.5,529.2,454.3,580,F,S,Pr
543,611.8,599.8,731.8,920,F,N,B
470.5,369.4,463.9,535,580,F,S,Pr
454.8,567.3,575.1,648,680,F,N,Pa
447.2,518.4,509.5,528,540,M,S,Pa
449.2,490.3,416.4,394.7,700,M,S,Pa
400.6,449.6,445.6,434.9,440,M,S,Pa
511,520.7,527.9,407.3,780,F,N,Pr
563,596.9,572.9,703.7,720,M,N,Pr
396.6,452,445.5,450.1,420,F,S,Pr
489.7,584.3,574.2,545,760,F,S,B
627.2,641.1,626.7,752.2,960,F,N,B
419.8,458,429.4,501.8,460,F,S,Pr
372.9,401.3,468,366.3,360,M,S,Pa
562.6,610.6,586.7,626.4,640,F,S,Pr
540,586.7,562.3,652.8,660,M,S,B
515.3,597.6,585.2,543,900,F,N,Pr
555.7,573.8,566.5,597.4,700,M,N,Pr
608.2,647.7,609.2,722.7,820,M,N,B
414.4,454.5,506.3,484.6,360,F,S,Pr
611.8,635.9,607.7,777,760,F,N,B
462.3,480.5,486.2,386.6,520,F,S,A
403.8,352.6,494.6,396.1,480,F,S,Pr
415.7,391.3,424.8,478.1,260,M,S,Pr
601.1,604.6,566.4,691.3,920,M,S,Pr
565.8,644.5,632.4,714.9,980,F,N,Pa
476.6,483.8,513.6,511.1,440,F,S,Pr
533.1,570.6,578.9,577.6,500,M,S,B
438.3,482.2,424.7,449.9,300,F,S,Pr
502.5,386.7,498.5,449.4,680,F,S,Pr
542.3,623.7,573.4,483.2,700,F,S,Pr
446.7,511.7,503.6,549.1,640,F,S,Pr
598,615.7,634.8,745,900,F,S,Pr
445.1,404.9,437,496.1,400,M,S,Pr
483,596.7,585.2,629.2,680,M,N,B
594.1,614.9,576,742.2,660,M,N,B
402.2,426.3,440,489.1,300,M,S,Pr
440.1,521.9,520.8,537.6,540,M,S,Pa
468.6,525.6,549.1,442.3,480,M,S,Pr
448.4,476.1,399.5,560.1,620,F,N,B
352.5,356.6,412.4,479,420,F,S,Pr
360.2,380.8,505.4,501.7,420,M,S,Pr
577.4,661.5,626,613.5,740,F,S,B
389.8,442.4,471.7,359.3,540,F,S,B
530.8,473.3,531.3,486.3,340,F,S,Pr
526.4,568.7,571,631.6,640,M,S,Pr
455.1,505,519.7,464.2,720,F,S,Pr
483,548.1,481.6,559.5,900,M,S,Pr
359.8,426.3,456.5,454,600,F,S,Pr
662.5,660.7,665.3,778.6,920,F,N,B
544.6,586.6,580.2,678.5,600,M,S,Pr
364.2,405.6,439.3,405,440,M,S,Pr
473.2,596.2,567.9,572.3,720,M,S,B
593,645.8,648.5,731.1,660,F,N,A
540.9,583.4,554.5,634.8,680,M,N,B
530.7,445.7,407.6,542.5,280,M,S,B
607.3,661.9,568.1,733.1,900,M,N,B
419.8,432.1,519.7,416,460,F,S,B
426.1,444.7,396.5,390.9,400,M,S,Pr
476,567.5,540,495.9,840,F,N,Pr
408.8,377.7,401.9,574.9,460,M,S,Pr
490,599.4,582.9,596.1,680,M,N,Pr
457.4,535.5,539.2,522,760,F,N,B
388.1,422.2,465.9,482.8,620,F,S,Pr
572.7,497,541.8,658.2,740,M,N,Pr
438.7,435.4,446.3,368.8,560,M,S,Pr
514.5,584.6,581.7,571.5,780,M,S,Pr
528.6,562.2,573,601.7,660,F,S,B
423.2,402,500.6,367.6,260,F,S,Pa
391.4,508,482.5,467.8,440,M,S,Pr
454.6,513.7,524.2,496.2,700,F,S,Pr
569.3,656.8,637.1,705.3,800,F,S,B
465.9,554.7,505.5,519.1,680,F,S,Pa
419.4,516.9,543.5,466.2,600,F,S,B
559.4,604.2,574.3,610.6,760,M,S,B
564.1,542.9,527.6,617.2,560,M,S,Pr
481,538.1,539.7,537.4,620,M,N,B
435,526.4,551.7,407.7,680,F,S,Pr
619.3,638.5,609.1,570.9,660,M,S,B
373.7,587.4,578.9,369.2,760,F,N,B
700.3,687.3,638.6,825.5,900,F,S,B
374.2,451.3,458.3,555.7,660,M,S,B
331.1,417.9,514,651.5,680,M,N,B
429.6,510.6,512,489.7,600,F,S,Pa
452.3,517.8,555.9,604.5,540,F,N,B
506.2,586.4,556.9,512.3,840,F,S,B
433.5,529.3,551.6,581.4,520,M,S,B
419.4,426.9,537.2,468.9,860,F,S,B
424.2,421.4,466.8,621.5,540,F,S,Pr
506.1,590.5,538.8,424.2,620,M,S,B
387.9,478.3,410.4,396.8,240,F,S,Pr
478.9,516.2,522.2,549.5,580,M,S,Pr
373.1,438.7,428.5,462.2,520,F,S,Pr
519.2,588.3,615.3,675.1,760,F,S,Pr
463.9,456.4,480,441.5,540,F,S,B
469.3,550.8,531.2,379.4,580,F,S,Pr
369.2,544.1,534.8,544.8,560,M,S,Pr
516.1,553.4,514.2,576.9,780,M,S,B
461.9,322.8,440.3,377.5,240,F,S,Pr
456.3,434.2,528,498.6,500,M,S,Pr
402.7,528.4,555.6,583.6,280,M,S,B
597,597.8,578.7,712.8,600,M,N,Pr
457.6,546.3,513.5,626,620,F,S,Pr
758,771.8,727.5,922.5,920,M,N,Pr
498.1,578,523.6,560.8,600,F,S,B
622.4,592.8,590.2,462.1,920,F,S,Pr
653.4,684.8,622.7,867.2,780,M,S,Pr
509.3,588.9,572.3,650.7,720,M,S,Pr
434.1,462.9,526.2,525.3,700,F,S,Pr
526.7,559.4,568.3,649,480,M,S,B
541.7,571.5,596,676.7,640,F,N,B
428.2,488.8,502.7,488.2,500,F,S,Pr
594,575.6,547.7,744.3,600,F,N,B
539.7,577.1,546.1,566.1,700,M,S,B
483.4,490.5,500.9,502.4,580,F,S,Pr
493.3,555,548.2,452.5,560,F,S,Pr
406.8,547.8,551.4,465.5,720,F,S,Pr
458.1,547.4,529.2,461.6,560,F,S,Pr
523.3,515,569.1,546.4,780,F,S,Pr
531.2,500.6,526.3,624.3,920,F,S,B
535.2,580.5,592.3,555.3,640,F,S,B
530.7,555.7,573.2,393.9,640,F,S,Pr
587.5,541.5,581.2,638.4,680,M,S,Pr
392.4,479.6,484.9,581.7,660,M,S,Pr
481.6,588.8,581.5,526.9,760,F,S,Pr
524.8,548.7,538.9,527.8,640,M,N,B
478.3,520.9,546.9,402.1,660,M,S,B
607,617.3,613.4,618.7,800,F,N,Pa
407.7,476.2,481.8,612.5,440,M,S,Pr
450.1,457.1,516.7,641.1,480,M,S,Pr
520.2,585.6,605.3,487.6,740,F,S,Pr
432.6,577.2,499.2,679.5,720,M,S,B
434.8,427.4,424,407.1,500,F,N,B
578.9,594.1,603.7,720.2,880,F,N,Pr
580.9,581.8,548.5,501.2,660,F,S,B
499.8,475.1,504.2,492.2,540,M,S,B
490.7,549.9,494.6,436.5,540,F,S,B
439.7,548.4,546.6,622.4,300,F,S,B
375.8,549.6,547.4,602.2,740,F,N,Pr
562.6,568.5,594.3,553.8,620,F,S,Pr
595.7,622.9,610.7,741.5,840,M,S,Pa
513.4,530.3,573.3,528.1,860,F,S,B
366.4,370.8,366.4,462.2,480,M,S,Pr
407.9,422.5,426.2,451.1,260,M,S,B
356.4,501.7,438.9,360.7,340,F,S,Pr
327.9,383.8,477.6,373.6,420,M,S,B
556.5,586.2,593.9,695.8,720,M,N,Pr
414.1,508.3,522,498.5,600,F,S,Pr
381.8,448.6,474.2,411.2,460,F,S,Pa
395.2,366.4,476.1,423,580,M,S,Pr
360.4,445.6,475.7,430.5,740,F,S,B
557.7,562.7,543.1,525.5,580,M,S,B
582.7,614.1,604.6,629.2,580,M,S,Pa
404.9,473.9,481.5,360.4,300,F,S,Pr
544.5,572.5,599.8,751.2,780,M,N,Pr
337.3,402.2,472.9,431,380,M,S,Pr
339.5,497.4,350.2,371.7,580,M,S,B
398.3,361.7,455.9,427.7,360,M,S,Pr
418,397.6,378.8,502,340,F,S,B
428,515.2,550.8,525.8,720,F,S,Pr
377.7,473.5,506.8,435.4,540,F,S,Pr
532.5,569.1,576.2,555.4,860,F,S,Pr
539.4,582.5,377.5,585.9,600,M,S,Pr
498.5,544.4,547.7,454.1,560,F,S,B
383.8,411.7,432.7,458.2,420,M,S,B
487.7,507.4,526.6,562,480,F,S,B
524,460.5,507.9,438.1,600,M,S,Pa
361.9,443.7,504.6,477.2,500,F,S,Pr
397.4,510,550,430.4,580,F,S,B
371.9,449.2,401,391.1,320,F,S,Pr
433.8,506.9,481.2,516.1,440,M,S,B
406,516.5,499.6,463.7,520,F,S,B
519.6,513.6,562.8,636.6,540,M,S,Pr
479.5,507.2,475.4,465.5,540,M,S,B
502.7,494.1,485.8,482,480,M,S,B
456.5,558,539.2,605.8,860,F,S,A
467.8,407,513.4,496.3,780,M,S,B
594.1,627.9,596.4,627.3,700,M,N,Pr
391.8,497.8,539,476.4,620,F,S,B
423.7,511.5,456.8,410.3,600,F,S,Pr
581.1,537.3,549.1,530.7,600,M,S,Pr
656.9,673.8,650.2,754.4,800,F,N,B
388.8,412,427.8,505,580,F,S,B
505.3,505.9,508.8,491.9,420,F,S,B
395,508.6,594.7,680.9,600,F,S,B
553.5,563.6,413.3,656,980,M,S,B
531.6,558.5,532.1,628,840,M,S,Pr
460.8,569.5,507.5,443.2,560,F,S,Pa
376.1,350.2,370.7,419.2,440,F,S,Pr
437.1,441.1,509.2,398,560,F,S,B
650,646.2,638.6,882.7,760,F,S,B
441.9,518.9,451.5,461.2,440,F,S,B
374.7,416.2,398,465.6,420,F,S,B
592,518.8,558.2,720.5,600,M,N,B
397.2,597.1,528.2,513.9,600,F,S,B
536.4,556.9,569.7,515.3,560,F,S,Pa
472,548.5,551.2,452,340,M,S,Pr
376,450.5,435.3,474.5,600,F,S,Pr
625.4,694.2,616,751.5,980,F,N,B
472.7,446,526.6,521.4,440,F,S,A
522.3,535.4,560.2,576.7,780,F,S,Pa
534.7,544.1,583,594.3,560,M,S,B
535.1,564.3,532.4,458.1,800,F,N,B
449.4,537.2,551.3,482.1,640,F,S,Pa
529.3,546.9,545.4,558.2,480,M,S,B
548.2,549.7,567.3,640.3,720,M,N,Pr
569.6,593.3,605.1,686.5,720,M,S,B
468.2,525.2,455.6,434.2,580,M,N,Pr
429,419,457.2,435.2,540,M,S,Pa
383.1,408.1,483.7,486.4,260,M,S,Pa
463.3,489.7,462,388.4,320,M,S,Pr
452.1,467.1,535.4,435.7,320,F,S,B
599.1,646.3,610,751.8,980,F,N,B
449.9,522.3,505.5,529.2,620,F,S,Pr
401.7,486.7,461.9,607.6,240,M,S,Pa
465,467.6,526.9,452.7,520,F,S,B
458.5,439.2,474.7,514.5,560,F,S,Pr
417.7,469.7,491.2,376.3,560,F,S,B
510.1,447,528.5,527.9,500,M,S,B
519.6,602.1,567.3,648.3,780,F,N,Pr
465,419.5,522.2,391.7,560,M,S,Pr
487,465.7,470.3,407.4,580,M,S,Pr
424.5,473.1,406.4,511.4,600,M,S,Pr
540.5,573.9,568.5,553.8,560,M,S,B
572.5,608.4,602.4,638.5,920,F,S,B
526.6,586.8,542.6,532.5,600,F,S,Pr
516.3,480.2,569.8,546.6,520,F,S,Pa
519,450.5,515.9,441.5,660,M,S,Pr
503.7,550.6,556.7,608.7,780,M,S,B
423.2,530.1,519.3,576.6,760,F,S,B
441.8,505.5,464.7,398.6,500,M,S,Pr
596.2,623.5,578,655.2,840,F,N,Pr
410,490.4,532.9,411.3,320,F,S,A
574.3,626.7,581,749.6,700,M,S,Pa
663.8,687.5,637.4,750.8,920,M,N,B
405.5,329.9,460,431.4,340,M,S,B
348.8,447.1,488,475.5,420,M,N,B
427.8,472.4,440.3,593.5,440,F,S,Pr
389.6,517.4,506.8,418.6,580,F,S,Pr
501,480.8,532.3,431.2,540,F,S,Pa
420.6,401,533.8,575.7,380,F,S,B
421.5,502.9,487.4,399.1,480,F,S,A
400,466,497,483.8,600,F,S,B
490.9,582.8,553.6,423.8,920,M,S,B
501.2,519.2,521.8,582.2,580,M,S,Pr
446.5,452.3,354.2,523.3,500,F,S,Pr
378,316.2,348.7,501,580,M,S,B
569.8,575.6,527.2,596.1,480,M,S,Pr
560.4,599.8,574.6,677.8,740,M,S,Pa
463.6,479.4,466.1,446,320,F,S,Pr
434,529.7,522.1,408.3,900,F,S,Pr
631.6,632.4,586,655.7,800,M,S,B
431.9,428.7,459.8,536,340,M,S,Pr
481.3,591.1,531.8,678.3,820,M,N,B
521.2,596.2,553.6,610,700,M,S,B
583.5,602.7,587.8,693.8,760,M,S,Pa
528.4,462.2,558.2,569.8,620,F,S,Pr
567,640.7,588.4,804.9,900,M,N,B
350.9,457.7,438.2,455.5,540,F,S,Pa
449,508.9,560.7,473.6,580,M,S,Pr
384.6,410.3,557.2,391.2,400,F,S,B
398,417.1,442.6,501.3,420,M,S,Pa
478.4,434.5,420.9,476.1,240,F,S,Pr
478.3,588.6,555.7,365.7,660,M,S,B
470.6,458.1,459.7,438.1,400,M,S,Pr
538.5,538.6,614.6,675.8,880,F,N,B
509.4,521.5,522.1,459.1,700,M,S,Pr
358.5,409,465.2,572.3,400,M,S,Pr
506.1,610.7,556.1,622.1,620,M,S,Pa
597,604.8,571.5,650.2,720,M,N,Pa
363.3,458.2,501.1,489.5,540,F,S,Pr
500.3,460.1,536.1,369.2,640,M,S,Pr
453.5,498.1,515.4,438.2,420,F,S,B
449.1,478.2,419.4,443.7,580,F,S,Pr
380.2,435.7,442.7,403.2,460,M,S,Pr
607,585.1,590.4,726.4,700,M,N,B
441.6,539,538,421.3,600,F,N,Pr
584,593.9,620.9,693.6,840,M,N,Pr
490,563.1,562.4,630.5,900,F,S,Pr
566.7,588.5,616.6,449.9,740,F,N,B
522.6,501.1,493,494.6,620,F,S,Pa
527,654.1,597.8,629.8,700,M,S,B
463.2,368.3,379.3,410.3,220,M,S,Pr
537.1,571,564,567,680,F,N,Pa
408.4,509.7,528.8,433.5,620,F,S,Pr
440.7,448.6,495.6,481.1,580,M,S,Pr
566.4,618.6,591,719.5,940,M,N,Pr
534.8,456.5,541.4,450.5,720,M,S,Pr
402.3,526.4,573.7,589.2,780,F,S,B
442.9,495.9,493.3,562.5,360,F,S,Pa
401.3,503.1,555.8,610.9,660,M,S,B
481,428.6,454.4,387.1,460,F,S,Pr
455.7,467.5,557.7,394.4,760,F,S,Pr
410.7,465.1,551.8,700.9,580,M,S,Pr
462.4,511.1,537.1,443.2,640,F,S,B
409,407.5,510.4,381.8,340,F,S,Pr
401.1,552.3,558.1,506.6,680,F,S,B
371.7,472.3,503,539.8,420,F,S,Pr
424.2,476.7,447.1,437,540,F,S,Pr
443.9,443.9,397.9,434.7,320,M,S,Pr
589,654.9,641.5,727,880,M,N,B
346.8,359.3,454.8,493.7,520,F,S,Pr
336.6,503.9,519.7,407.4,520,F,S,Pr
411.5,363.1,466.7,359.7,320,F,S,Pr
563,607.9,618.8,565.6,580,M,S,Pr
447.8,528.8,536.3,507.4,600,F,S,Pa
465.2,358.4,421.9,393.6,600,M,S,Pr
455.4,361.5,414.5,397.2,420,M,S,Pa
457.8,387.4,442.6,443.8,600,F,S,Pr
540.9,490.4,485.9,629.8,520,M,N,B
444.2,409.6,478.6,470.6,480,F,S,Pa
612,618.2,655.2,711.6,660,F,N,B
424.2,490.9,418.8,404,540,F,S,Pr
485.6,642.8,592,525.5,720,M,S,Pr
373.4,353.2,439.6,392.6,340,F,S,Pr
412.9,405.7,434.2,413,760,F,S,Pr
559.8,522.9,526.8,543.9,460,M,S,B
559.3,570.5,588.1,687,760,F,S,B
549.5,570.5,567.5,477.8,640,F,N,B
650.2,641.8,597.5,667.3,880,F,S,B
541.4,552.4,491,689,740,M,N,Pr
460.5,469.2,490.5,511.5,680,F,S,Pr
518.7,444.7,496.9,628.4,580,M,S,Pr
455.9,443.3,523.9,631.2,800,M,S,Pr
530,595.8,575.7,756.1,540,M,N,B
449,549.6,558.1,520.2,640,F,S,B
521.9,559.7,566.9,442.1,760,F,S,Pr
374.8,382.8,495.5,650.4,540,M,N,B
389.2,441.5,471.1,428.9,580,F,S,Pr
429.3,474.1,525.1,424.1,400,F,S,Pa
365.2,501,482.3,546.4,660,M,S,B
444.3,485.6,519.9,418.4,560,F,S,B
454.6,470.6,507.1,528.8,400,F,S,Pr
571.4,544.9,567.5,599.7,880,F,S,Pr
480.3,329.1,539,384.9,560,F,S,Pr
546.8,545.1,562.2,671.2,940,F,N,B
438.2,506.4,532,447.2,600,F,N,Pr
442.8,496.6,555.7,727.5,700,F,S,Pr
517.9,542.9,515.7,591.4,620,F,S,Pr
498.3,586.1,575.3,600.3,780,F,S,B
597.8,574.2,599,705.3,800,F,N,B
442.5,509,561.6,436.1,600,F,S,B
410.6,424.1,430.3,410.8,360,M,S,Pr
536.7,578.5,510,603.5,620,M,S,Pr
407.1,511.6,532.3,421.3,620,F,S,B
495.4,506.4,577.2,558.2,540,M,S,Pa
428.9,368.2,416.4,422.1,280,F,N,Pr
395,417.4,464.2,431.5,500,F,S,Pr
472.9,464.3,480.2,539.5,720,F,S,Pa
409.3,522.2,533.1,448.1,540,F,S,Pr
389.6,398.5,442.9,397.8,480,M,S,Pr
463.1,499.5,513.8,544.3,620,M,S,B
504,567,589.7,603.4,920,F,N,B
518.7,538.1,508.8,466.6,620,F,S,Pa
415.4,493.1,563.9,477.1,880,F,N,Pr
511.3,515.9,528,480.7,660,F,N,B
428.4,492.1,487.6,492.2,600,F,S,Pr
559.8,539.3,560.3,467.1,640,F,S,B
453.4,523.5,465.6,395.7,440,F,S,Pr
578.1,638.2,656.9,740.9,740,M,S,B
403.6,401.3,428,428.7,440,M,S,Pr
457.5,528.6,565.3,572.5,760,F,S,B
426.9,547,532.2,461.9,520,F,S,B
408.5,506.9,502,571.8,560,F,S,B
549.1,583.4,596.6,632.7,660,M,S,B
585.4,500.6,542.6,599.3,560,M,S,B
485.1,451,484.9,435.1,620,F,S,B
505.8,543.5,535.1,626.8,720,F,S,Pr
523.2,563.2,553.5,544.6,620,M,S,Pr
533.9,585,551.9,579.1,840,F,S,B
421.8,558.5,560.6,618.9,880,F,N,Pa
428.3,393,493.8,457.5,540,F,S,Pr
425.3,475.9,540.2,419.6,580,F,S,Pa
472.3,488.1,497.1,424.2,560,M,S,B
557.4,661.9,553.3,672.1,820,M,S,Pr
533.9,494.1,541.5,451.4,480,M,S,Pr
487.8,485.2,513.9,382,660,F,S,Pr
440.1,481.1,513.2,418.1,500,M,S,Pr
376,474.3,430.7,451.2,580,F,S,Pr
452.6,364.2,458,402.7,540,F,S,Pr
499.7,488.4,500.6,537.2,400,M,S,B
482.6,554.7,544.5,367.8,520,F,S,B
383.7,362.2,504.9,407.1,620,F,S,Pa
